objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll001,Help,,,Help!,Sarah O.,2004-9-9,A painting of relative of the desaparecidos,,Bantayog Museum office,14.64441,121.03953,AFAD,,,image/jpeg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
